link,class,Agenda Number,Agenda Item,Mayor Taylor,Disch (Ward 1),Hayner (Ward 1),Song (Ward 2),Griswold (Ward 2),Radina (Ward 3),Grand (Ward 3),Eyer (Ward 4),Nelson (Ward 4),Briggs (Ward 5),Ramlawi (Ward 5)
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5863937&GUID=B6293655-86BD-42CB-832E-53B11F79C524&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,nomination pass,MC-1,Appointments - Confirmations,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5898935&GUID=D9289E7F-8430-4FC1-A7B5-9F418DAD1B91&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-2,"Resolution to Approve a Construction Contract with the Michigan Department of Transportation for the Research Park Drive Resurfacing Project ($1,650,000.00)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5898939&GUID=A6AF01F2-F17D-4DA0-8942-04104457C03E&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-5,"Resolution to Accept a Storm Sewer Easement at 251 Hiscock Street from Tram Properties, L.L.C. (8 Votes Required)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5898940&GUID=9D598F85-9556-4E74-8AD8-31137A4B7CD6&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-6,"Resolution to Authorize the Purchase of Three Toro Groundsmaster 5910 Mowers from Spartan Distributors Inc. (Omnia Partners - $438,433.20)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5898946&GUID=624E234F-CE8F-4701-ACF5-F03063A1EA0F&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-7,"Resolution Approving Amendment 4 to the Professional Services Agreement with Harper Electric, Inc. for On-Call City Electrical Services (Not to Exceed $175,000) and to Appropriate $50,000 from the Solid Waste Fund (8 Votes Required)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5898941&GUID=15BDD259-520C-426D-8339-28117B9BF02F&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-8,"Resolution to Appropriate $5,132,882 from the Affordable Housing Millage Fund Fund Balance and to Amend the FY23 Budget (8 Votes Required)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5898942&GUID=826C9E74-3748-4D88-9A37-CB5508DACDDA&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-9,Resolution to Approve the City of Ann Arbor 2022 Hazard Mitigation Plan Update,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5898947&GUID=91101BDB-BC54-41A2-9A3B-E7AE70B43019&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-10,Resolution to Approve the Distribution of the Draft City of Ann Arbor Parks and Recreation Open Space Plan 2023-2028 (CPC Recommendation:  Approved - 8 Ayes and 0 Nays),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5898937&GUID=6A2588A9-AFBC-4D2B-8F8D-BEB7A66B0FFA&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent rollcall pass,CA-3 - Motion to Approve as Amended by Eyer,Resolution to Prohibit On-Street Parking on the West Side of South Seventh Street from Scio Church Road to Lawton Elementary School and Incorporate Additional Speed Management and/or Traffic Calming,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5898944&GUID=A0E4AE20-BC0C-4F64-A427-24AA0EB97FAB&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent rollcall pass,CA-1,"Resolution to Approve Amendment No. 5 to the Professional Services Agreement with Wade Trim Associates, Inc. for Project Management and Civil Engineering Services",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5848468&GUID=2C93A7BD-8254-47C4-B6DA-8F34B104B038&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,ordinance  pass,B-1 - Motion to Adopt on Second Reading by Disch,"An Ordinance to Amend Chapter 55 (Unified Development Code), Rezoning of 190 Parcels in the W Stadium and N Maple Area to TC1 (Transit Corridor District), City-Initiated Rezoning, (CPC Recommendation: Approval - 6 Yeas and 0 Nays) (ORD-22-16)",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5848468&GUID=2C93A7BD-8254-47C4-B6DA-8F34B104B038&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,ordinance amendment fail,B-1 - Motion to Amend by Hayner,To remove Brixmor properties from Stadium TC-1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5898945&GUID=5E98C4FC-619B-4D79-9FF8-95A1427A4EF0&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,ordinance pass,C-1 - Motion to Approve on First Reading by Ramlawi,An Ordinance to Amend Sections 4:58 and 4:59 of Chapter 49 (Sidewalks) of Title IV (Streets and Sidewalks) of the Code of the City Relative to Responsibility to Repair of Adjacent Sidewalks,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5873795&GUID=89319E1F-A942-4D77-AC75-338B9A4F6D22&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,resolution pass,DC-1,Resolution to Appoint Brandon Bond to the Human Rights Commission (7 Votes Required),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5900759&GUID=3CD03E59-E8DD-4E23-8236-6F27C20B610F&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,resolution pass,DC-2,Resolution to Approve Amendments to the Council Rules,TRUE,TRUE,FALSE,TRUE,Absent,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5900759&GUID=3CD03E59-E8DD-4E23-8236-6F27C20B610F&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,resolution amendment fail,DC-2 - Motion to Postpone by Nelson,Postpone until after the new council is seated,FALSE,FALSE,TRUE,FALSE,Absent,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5921837&GUID=514E84C8-C638-440E-9BE3-A89F813B23F8&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,resolution pass,DC-3,Resolution to Encourage the Development of Public Restrooms in Downtown Ann Arbor,TRUE,TRUE,TRUE,TRUE,Absent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5925588&GUID=3585CB06-CAF8-427D-A1C1-951E2DABACB9&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,resolution pass,DC-4,Resolution to Explore the Feasibility of Activating the Library Lane Surface Parking Lot with Food Trucks and Mobile Vendors,TRUE,TRUE,TRUE,TRUE,Absent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
