link,class,Agenda Number,Agenda Item,Mayor Taylor,Disch (Ward 1),Hayner (Ward 1),Song (Ward 2),Griswold (Ward 2),Radina (Ward 3),Grand (Ward 3),Eyer (Ward 4),Nelson (Ward 4),Briggs (Ward 5),Ramlawi (Ward 5)
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5846985&GUID=EF290273-97EA-4F53-B96E-0FC4A0693078&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,nomination pass,MC-1,Appointments - Confirmations,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Absent
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5865153&GUID=47338BA0-EF60-49E0-838F-E6D46F03F6E2&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-2,"Resolution to Approve Amendment No. 1 to the Professional Services Agreement with NTH Consultants, Ltd. for Barton Dam Right Embankment Remediation ($214,102.47, contract total $803,507.77)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Absent
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5865152&GUID=1D6A65B1-C7D3-4EF0-8E57-BBAE0B800147&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-3,"Resolution to Approve a Professional Services Agreement with Geosyntec Consultants of Michigan, Inc.  for the Barton and Superior Hydroelectric Dams FERC Ninth Part 12D Inspections and Other Related Engineering Services - RFP No. 22-58 ($ 100,000.00), and to Appropriate $75,000.00 from the General Fund Balance (8 Votes Required)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Absent
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5865144&GUID=52C2A4BC-1D78-4541-B54D-40FF069A2172&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-4,"Resolution to Approve Professional Services Agreements with Hubbell, Roth and Clark, Inc., AECOM Great Lakes, Inc. and WSP Michigan Inc. for As-needed Transportation Engineering Services (Estimated $450,000.00 Annually)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Absent
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5865143&GUID=16B30AF5-4CED-4B24-A6EB-680F8A68A095&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-5,"Resolution to Approve the Purchase of Real Property Located at 302 Mulholland Ave in Fee Title for $108,300.00 Plus Costs Not to Exceed $20,000.00 and to Appropriate Funding from the Stormwater Fund ($128,300.00) (8 Votes Required)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Absent
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5865157&GUID=CC7B2A24-9943-4B7E-BBD9-E0BC2606D480&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-6,"Resolution to Approve a Contract with Miller Boldt Inc. for On-Call HVAC Services (Not to Exceed $300,000.00) RFP #22-68",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Absent
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5865156&GUID=342B972D-4CB2-40B2-8303-BBAE75056CDF&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-7,"Resolution to Authorize the Purchase of Direct Current Fast Charging Equipment from ChargePoint Inc. and to Appropriate Funding from the Fleet Services Fund Balance (Sourcewell - $151,880.00) (8 Votes Required)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Absent
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5865145&GUID=7149B06C-1DAD-4B7A-A1D5-1F4ED2D83951&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-8,"Resolution to Accept a Public Access Easement at 1200 Broadway from Morningside Broadway, LLC (8 Votes Required)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Absent
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5865146&GUID=40DBF7ED-2189-4CA3-95B9-6B776E8F2CFD&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-9,"Resolution to Accept an Easement for Public Right-of-Way at 1200 Broadway from the Morningside Broadway, LLC (8 Votes Required)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Absent
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5865147&GUID=0CD4D909-6E8F-4B66-8637-DCE13255FBBD&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-10,"Resolution to Accept a Water Main Easement at 1200 Broadway from Morningside Broadway, LLC (8 Votes Required)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Absent
