link,class,Agenda Number,Agenda Item,Mayor Taylor,Disch (Ward 1),Harrison (Ward 1),Song (Ward 2),Watson (Ward 2),Radina (Ward 3),Ghazi-Edwin (Ward 3),Eyer (Ward 4),Akmon (Ward 4),Briggs (Ward 5),Cornell (Ward 5)
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5951002&GUID=C8141A30-9250-4E2F-8EA0-87392101F3BC&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,nomination pass,MC-1,Appointments - Confirmations,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5978898&GUID=AAE2E7EA-8602-46A2-8D32-556209C6D7E9&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-2,"Resolution to Approve Amendment No. 3 to the License and Services Agreement with Tyler Technologies, Inc., Amend the FY23 Budget, and Appropriate Necessary Funds ($169,764.00) (8 Votes Required)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5978899&GUID=7DCD589B-D0BF-41AF-93F0-C83A98B5BD86&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-3,"Resolution to Approve Participation in the Purchase of a Conservation Easement on the Larson Property in Webster Township, Approve a Participation Agreement with Webster Township, and Appropriate $81,000.00 (8 Votes Required)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5978900&GUID=A9F3654F-9FE2-4718-8140-CF926B50ACFF&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-4,"Resolution to Approve Participation in the Purchase of a Conservation Easement on the Cares II Property in Webster Township, Approve a Participation Agreement with Webster Township, and Appropriate $54,000.00 (8 Votes Required)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5978895&GUID=3E46B910-7EFF-40BF-AF1B-23A626FC4A50&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-5,"Resolution to Award a Construction Contract to Metro Controls, Inc. for the Wheeler Service Center Building Management System Modernization Project (RFP 22-65, $131,200.00), and to Appropriate $131,200.00 from the Wheeler Service Center Fund Balance (8 Votes Required)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5978901&GUID=BAAE6D6B-EF75-4139-9B3D-276B6909A571&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-6,"Resolution to Approve an Amendment to the Construction Contract with the Michigan Department of Transportation for the Scio Church Road Resurfacing Project ($3,576,100.00) and to Appropriate $85,000.00 from the Water Supply Fund (8 Votes Required)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5968441&GUID=C2D65BDB-2F31-4DE6-AC50-A49F3652B1F2&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-7,"Resolution to Approve a Professional Services Agreement with Arcadis of Michigan, LLC  for the Source Water Master Plan - RFP No. 22-61 ($242,420.00)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5978894&GUID=7177AB9A-052D-42FA-9B2A-FE5CB38797A7&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-8,"Resolution to Rescind Resolution R-22-214 for a Power Purchase Agreement with Enerlogics Networks, Inc., Approve a Construction Contract with Enerlogics Networks, Inc. for the Purchase and Installation of Solar at City Facilities, to Reallocate Funding for Solar Projects Previously Approved, and to Appropriate Necessary Funds ($8,133,255.00) (8 Votes Required)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5978896&GUID=01ECDD4B-D558-475D-AA28-CC06DCDD93BF&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-9,"Resolution to Authorize the Purchase of Vehicles from Lunghamer Ford and to Appropriate $40,295.00 in Funding from the General Fund Balance (State of Michigan MiDeal - $538,721.00) (8 Votes Required)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5968449&GUID=2376EA92-4BC3-4B20-A2DB-FFC10C18B209&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-10,Resolution to Accept an Amended Grant of Easement for 40 Foot Watermain from Maple Center Investments LLC at Maple Center Condominium (8 Votes Required),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
