link,class,Agenda Number,Agenda Item,Mayor Taylor,Disch (Ward 1),Harrison (Ward 1),Song (Ward 2),Watson (Ward 2),Radina (Ward 3),Ghazi-Edwin (Ward 3),Eyer (Ward 4),Akmon (Ward 4),Briggs (Ward 5),Cornell (Ward 5)
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6702387&GUID=F5B9F7B4-CC9D-46FC-B929-46B64DACA0C4&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-1,"Resolution to Approve the 2024 Ann Arbor Jaycees 71st Annual Summer Carnival at Pioneer High School - June 17 to June 24, 2024",TRUE,TRUE,TRUE,TRUE,Absent,TRUE,TRUE,TRUE,TRUE,Absent,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6702365&GUID=DC4FED43-FEAE-417E-873E-F207DE728C8B&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-2,"Resolution to Accept a Fair Food Network Grant for the Ann Arbor Farmers Market for $60,000.00 and Appropriate Funds (8 Votes Required)",TRUE,TRUE,TRUE,TRUE,Absent,TRUE,TRUE,TRUE,TRUE,Absent,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6702494&GUID=704DB7A3-3685-4777-85CC-FE3473004387&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-3,"Resolution to Ratify and Appropriate FY 24 Budget and Allocations for High Impact Grants as Part of the New Human Service Partnership - $350,183.00 Budgeted (General Fund) (8 Votes Required)",TRUE,TRUE,TRUE,TRUE,Absent,TRUE,TRUE,TRUE,TRUE,Absent,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6702377&GUID=65C4DB41-4C81-4776-94C0-4809B08C9993&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-4,"Resolution to Recommend Awarding a One-Year Contract to The Davey Tree Expert Company for Routine Park Tree Pruning & Park Forestry Services ($450,000.00, RFP #23-47)",TRUE,TRUE,TRUE,TRUE,Absent,TRUE,TRUE,TRUE,TRUE,Absent,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6702370&GUID=B9E360F9-8AB8-4CEE-B9F8-80859C491E40&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-5,"Resolution to Appropriate Funds for the Carlisle Wortman Contract for Building Plan Review and Inspection Services ($100,000.00) (8 Votes Required)",TRUE,TRUE,TRUE,TRUE,Absent,TRUE,TRUE,TRUE,TRUE,Absent,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6702371&GUID=89612B72-400D-4FDD-A0E6-BA808968689A&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-6,"Resolution to Appropriate Funding for GovOS Short Term Rental Software ($49,900.00) (8 Votes Required)",TRUE,TRUE,TRUE,TRUE,Absent,TRUE,TRUE,TRUE,TRUE,Absent,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6702388&GUID=CE7965DD-A317-42F9-A2C2-3DEAA16CF30C&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-7,"Resolution to Order Election, Determine Ballot Question for Charter Amendment for Approval of the Park Maintenance and Capital Improvements Millage for 2025 through 2044, and Reaffirm the Park Maintenance and Capital Improvements Administrative Millage Policy (7 Votes Required)",TRUE,TRUE,TRUE,TRUE,Absent,TRUE,TRUE,TRUE,TRUE,Absent,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6702318&GUID=A777D466-9427-4D95-B588-A45816B4CFC6&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-8,"Resolution to Approve 416 Long Shore Drive Development Agreement (CPC Recommendation: Approval - 7 Yes, 0 No)",TRUE,TRUE,TRUE,TRUE,Absent,TRUE,TRUE,TRUE,TRUE,Absent,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6702291&GUID=C5E294FC-9DB3-4632-AD82-CD24386BF283&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-10,"Resolution to Approve the Installation of Traffic Calming Devices on Bird Road (Newport Road to Huron River Drive) ($87,500.00)",TRUE,TRUE,TRUE,TRUE,Absent,TRUE,TRUE,TRUE,TRUE,Absent,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6702292&GUID=4F007C57-DFF6-4962-A6DC-DDBA5F3683EA&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-11,"Resolution to Approve the Installation of Traffic Calming Devices on Henry Street (Golden Avenue to Packard Street) ($70,000.00)",TRUE,TRUE,TRUE,TRUE,Absent,TRUE,TRUE,TRUE,TRUE,Absent,TRUE
