link,class,Agenda Number,Agenda Item,Mayor Taylor,Disch (Ward 1),Harrison (Ward 1),Song (Ward 2),Watson (Ward 2),Radina (Ward 3),Ghazi-Edwin (Ward 3),Eyer (Ward 4),Akmon (Ward 4),Briggs (Ward 5),Cornell (Ward 5)
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6114738&GUID=CC11136A-78F8-40EE-84B9-5919804F67EE&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,nomination pass,MC-1,Appointments - Confirmations,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6122680&GUID=8CA6F98C-22B0-43D8-8B82-7FC8B84476D3&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-1,"Resolution to Approve Street Closings for the 2023 Ann Arbor Summer Festival’s “Top of the Park” - June 4, 2023 through June 28, 2023",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6122679&GUID=4941E38C-154C-48AD-BBC5-182D9408260D&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-2,"Resolution to Approve Street Closings for Sonic Lunch - June 29, 2023 and July 17, 2023",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6122690&GUID=DA669741-01A6-48AC-A7DB-4C138AE3CF2A&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-3,"Resolution to Approve Street Closing for the ALLIANCE (National Training Institute) Opening Ceremony Dinner - Sunday, July 30, 2023 from 6:00 AM to Midnight",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6122677&GUID=05B379A2-1511-4959-AB41-B0C9D8A4E432&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-4,"Resolution to Change the Date for the Mayor’s Autumnal Green Fair to Friday, September 22, 2023 from 3:00 PM until 11:00 PM",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6123570&GUID=92504B01-3B29-4E35-BB40-96808D209AB0&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-5,"Resolution to Approve a Budget Amendment for Continued Professional Services Provided by Carlisle Wortman, LLC, Under Their Existing Contract and to Amend the FY23 Budget and Appropriate Necessary Funds of $100,000 (8 Votes Required)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6122666&GUID=DCA27C2C-D1E4-4E76-9051-85160AFF02C6&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-6,"Resolution to Appropriate $205,000.00 from the Alternative Transportation Fund Balance to the Pedestrian Improvements portion of the Allen Creek Berm Opening Project (8 Votes Required)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6122667&GUID=3244724F-BC94-4EF5-8CEC-4B9249147504&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-7,"Resolution to Authorize Professional Services Agreements with Material Testing Consultants, Inc. ($275,000.00); Mannik and Smith Group, Inc. ($275,000.00); and Tetra Tech, Inc. ($100,000.00) for Geotechnical and Environmental Services",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6122670&GUID=B057E26C-3CA9-4FC1-9884-21FD31D882B6&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-8,"Resolution to Approve a Two (2) Year General Services Contract for Right-of-Way Mowing and Landscaping Services with Lansing Real Green Lawn Care, Inc, ITB-4727 ($109,765.00 annually; $219,530.00 for two years)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6122672&GUID=57375F1D-B969-4C61-8424-2AA96CC693E1&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-10,"Resolution to Accept a Grant of Easement for Watermain from Williamsburg Properties 76, LLC at 500 E. Eisenhower Parkway (8 Votes Required)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6122678&GUID=1C51B203-4862-4822-9D83-38D02AD7A5CE&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-12,"Resolution to Approve Amendment Number 3 to the Agreement with Monaghan, P.C. for Legal Services Relative to City Projects Requiring the Acquisition of Easements or Other Property Interests",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6122903&GUID=91C39F05-24A4-4523-BBC3-6843978BF2E6&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent rollcall pass,CA-11,Resolution to Accept an Easement for Public Right-of-Way at 660 Earhart Road from the Toll Northeast V Corp. (8 Votes Required),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6123466&GUID=BB7455EF-5DE5-41D4-A7BC-D35A81CFD029&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent rollcall pass,CA-13,"Resolution to Approve the Ninth Amendment to Professional Services Agreement with Bodman, PLC, for Legal Services Relative to 1,4-Dioxane from Gelman Sciences, Inc., dba Pall Life Sciences ($150,000.00)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6124799&GUID=9D65CC3D-0D29-4EC8-84E5-085A0325CB33&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent rollcall pass,CA-14,"Resolution to Authorize a Professional Services Agreement with Interface Studio LLC for Comprehensive Plan Services (RFP #22-73) ($699,110.00)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
