link,class,Agenda Number,Agenda Item,Mayor Taylor,Disch (Ward 1),Hayner (Ward 1),Song (Ward 2),Griswold (Ward 2),Radina (Ward 3),Grand (Ward 3),Eyer (Ward 4),Nelson (Ward 4),Briggs (Ward 5),Ramlawi (Ward 5)
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5781732&GUID=3E9AE639-AD15-4619-8593-FF0E5F971EE4&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,nomination pass,MC-1,"Nominations and Appointments for September 6, 2022",,,,,,,,,,,
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5781733&GUID=4F52D9FF-8B2E-4356-B459-177A3DAB3DDA&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,nomination pass,MC-2,Resolution to Appoint Claire McKenna to the Energy Commission (7 Votes Required),,,,,,,,,,,
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5770234&GUID=B58FB51C-1329-47C8-9ADE-77E774C9E519&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-2,"Resolution to Approve Street Closings for the Ann Arbor Marathon Running Event - Sunday, October 2, 2022",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5770242&GUID=0121EF82-FB05-40FE-94CE-0EB60EB3ED6B&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-3,"Resolution to Approve Street Closings for the Ann Arbor Thanksgiving Day Turkey Trot - Thursday, November 24, 2022",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5779008&GUID=52B57121-915D-4780-9589-249B21D50549&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-4,"Resolution to Approve a Professional Services Agreement with Metro Engineering Solutions, LLC for Architect/Engineering for the Ann Arbor Ypsilanti Broadband Conduit project, RFP 22-24 ($96,775.00)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5764956&GUID=3E3B3D7B-343A-4E9A-A84A-53489A5C68F0&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-5,"Resolution to Approve a Construction Contract with Rauhorn Electric, Incorporated for Utility Conduit Installation ($132,208.00)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5764877&GUID=AFE6C311-24BB-4F68-8B23-4387A0076E38&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-6,"Resolution to Approve a Professional Service Agreement with DLZ Michigan, Inc. ($208,510.42) and Establish a Project Budget for the 2022/2023 Bridge Inspection Program ($248,000.00)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5764879&GUID=1E657DA0-B160-48BD-A30D-916151524B4A&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-7,Resolution to Approve a Grant Application to the USDOT’s Safe Streets for All Discretionary Grant Program for Systemwide Transportation Safety Improvements in Ann Arbor,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5764878&GUID=762329E5-4343-495C-8A91-587FA39F0264&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-9,"Resolution to Approve Amendment No. 1 to Professional Services Agreement with LynxDx, Inc. for Medical Diagnostic Testing for SARS-COVID-2 ($90,000.00/year)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5770239&GUID=B481094B-105B-4AFA-AE7F-D6D661CA00BD&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-10,"Resolution to Accept a Sidewalk Easement at 425 S. Main Street from The Standard at Ann Arbor, LLC (8 Votes Required)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5770241&GUID=F68FD2E1-F3F5-4761-8270-5C3C96F7EF4F&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-12,Resolution to Approve Revised Rules (Bylaws) of the Zoning Board of Appeals and Authorize the ZBA to Elect Its Own Chair,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5770240&GUID=2BE96A61-3F53-4770-84DC-86C502720779&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-13,Resolution to Approve Bylaws of the Renters Commission,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5813891&GUID=39CA62C3-9B71-4191-AACE-F35A256BDF8C&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent rollcall postponed,CA-11 - Motion to Postpone by Nelson,"Resolution to Accept an Access Easement, Appropriate $47,710.00 from the General Fund, and Approve Reimbursement of Road Maintenance Costs to the Dhu Varren on the Park Association (8 Votes Required)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5780260&GUID=3AD4E464-CB82-43BD-B2B4-09AFC37FA7CE&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,ordinance postponed,C-1 - Motion to Postpone at First Reading by Nelson,An Ordinance to Add Section 8:531 to Chapter 105 (Housing Code) of Title VIII of the Ann Arbor City Code - (Right to Renew and Relocation Assistance),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5781734&GUID=FEECA462-C49C-4550-AA6A-1FCF1ECEA87B&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,resolution pass,DC-1,Resolution Expressing Support for Michigan Senate Bill 58 and House Bill 4314 - Holding Polluters Accountable,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
