link,class,Agenda Number,Agenda Item,Mayor Taylor,Disch (Ward 1),Hayner (Ward 1),Song (Ward 2),Griswold (Ward 2),Radina (Ward 3),Grand (Ward 3),Eyer (Ward 4),Nelson (Ward 4),Briggs (Ward 5),Ramlawi (Ward 5)
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5814745&GUID=75565732-864C-42F3-AD57-63C28806E34C&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,nomination pass,MC-1,Appointments - Confirmations,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5846985&GUID=EF290273-97EA-4F53-B96E-0FC4A0693078&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,nomination pass,MC-2,"Nominations and Appointments for October 3, 2022",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5848484&GUID=4AF7A160-97E9-47AB-A902-6F217D7A12CD&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-1,"Resolution to Amend the Hours of the City Clerk Satellite Office on the University of Michigan Campus for the November 8, 2022 General Election at the Museum of Art (UMMA) on Friday, October 14, 2022",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5848467&GUID=BADCA888-E049-465D-A0D6-53703FD7D1FA&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-2,"Resolution to Authorize a Best Source Purchase Order for Hot Mix Asphalt (HMA) and Emulsion to Cadillac Asphalt, LLC (Not to Exceed $146,000.00), and to Appropriate $75,000.00 from the Central Stores Fund Balance (8 Votes Required)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5848469&GUID=F8DAFF34-F3F0-468D-8D3D-04A7F6229D16&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-3,Resolution to Acknowledge and Make Public a Three-Year Cost Benefit Analysis and to Set a Public Hearing Regarding Access by Commercial Users to the City of Ann Arbor’s Fiber Optic Network in Compliance with Michigan’s METRO Act,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5848470&GUID=755D812C-5468-4C6A-98AA-CBED1BFA8CA2&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-4,"Resolution Levying Certain Delinquent Municipal Solid Waste, Board Up, Clean Up, Vacant Property Inspection Fees, Housing Inspection Fees, False Alarm Fees, and Fire Inspection Fees as Special Assessments and Ordering Collection Thereof",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5848471&GUID=FD21182E-B2B1-455D-9475-CC70565FFFE5&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-5,Resolution to Assess Certain Delinquent Municipal Utility Charges as a Special Assessment and Ordering Collection Thereof,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5848474&GUID=CCD55CD1-D72F-42B8-8CFA-D94AF32484F2&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-6,Resolution to Accept an Easement for Public Right-of-Way at 800 S. Maple Road from the Ann Arbor Housing Commission (8 Votes Required),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5848481&GUID=33522998-2E52-4A1D-9760-C7CB4269C5B6&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-7,"Resolution to Accept the Fiscal Year (FY) 2021 Assistance to Fireﬁghters Grant (AFG) Grant Funding Opportunity in the Amount of $49,493.47 in Federal Funding, to Approve Share of Matching Grant Funds $4,949.35 for the Purchase of Firefighting Turnout Gear Washer Extractors and Dryers, and to Appropriate $54,443.82 to the Major Grants Programs Fund (8 Votes Required)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5849587&GUID=75B0FA29-6D22-490A-8935-7A8D2D57A84C&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-8,"Resolution to Accept and Appropriate Emergency Management Performance Grant Funds and Approve FY 2022 Emergency Management Performance Grant Agreement for Ann Arbor Emergency Management Program ($49,544) (8 Votes Required)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5848482&GUID=9E013716-1F83-4B79-BDAD-1080AFA2F926&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-9,Resolution to Approve Amendment of the 907 & 913 S. Main Street Development Agreement to Modify Sequence of Construction,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5849586&GUID=3DAB7C0E-498B-4683-A714-866EEAD487DD&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-10,Resolution to Approve Third Amendment to State Street Lofts Development Agreement to Remove Parking Requirements and Terminate Parking Agreement,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5849585&GUID=2A6948A9-8E38-47D3-AF34-6DAA03515176&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-11,Resolution to Approve Amendment to Midtown Ann Arbor Development Agreement to Modify Sequence of Construction,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=5780260&GUID=3AD4E464-CB82-43BD-B2B4-09AFC37FA7CE&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,ordinance amendment pass,B-1 - Motion to Adopt on Second Reading by Nelson,An Ordinance to Amend Section 8:530 and Add Section 8:531 to Chapter 105 (Housing Code) of Title VIII of the Ann Arbor City Code - (Right to Renew and Relocation Assistance) (ORD-22-15),TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
