link,class,Agenda Number,Agenda Item,Mayor Taylor,Disch (Ward 1),Harrison (Ward 1),Song (Ward 2),Watson (Ward 2),Radina (Ward 3),Ghazi-Edwin (Ward 3),Eyer (Ward 4),Akmon (Ward 4),Briggs (Ward 5),Cornell (Ward 5)
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6728201&GUID=9FA6C893-8F8D-46A7-8399-37489B82D624&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,nomination pass,MC-2,"Appointment of Matthew Weber to the Housing Commission (1- Step Appointment, 8 Votes Required)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6716339&GUID=A31B7F47-79ED-46DC-8B4B-00E249633957&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-1,"Resolution to Approve Closure of East Liberty between South Division and South Fifth for Sonic Lunch Performance on Thursday, June 20, 2024 from 7:00 A.M. until 3:00 P.M.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6716337&GUID=4FBCC3E3-E45D-4E08-B870-1D838A383446&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-2,"Resolution to Approve Street Closures for the City of Ann Arbor Bicentennial Event on July 3, 2024",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6716338&GUID=CCE79457-401F-4953-8A6B-7BE7C019957C&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-3,"Resolution to Update the Approval for the Third Tuesday of July Annually as the Opening Day of the Ann Arbor Art Fair, to Approve Street Closings for the Annual Ann Arbor Art Fair, to Affirm the Requirements for Temporary Outdoor Sales, Service and Consumption of Alcohol and the Standards For Temporary Outdoor Sales on Private Property, and to Affirm the Allocation of Fees Among the Art Fair Organizations",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6717074&GUID=64E91D30-96F3-4B43-B2A4-6056A2D4618E&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-4,"Resolution to Approve Participation in a Proposal to the USDA-NRCS FY 2024 RCPP for up to $3,000,000 in Grants for Conservation Easements",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6714949&GUID=7F7BC70C-5FC1-4013-9C2E-6A56218F8DD4&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-6,"Resolution to Increase Purchasing Authority on the Professional Services Agreement with Hubbell, Roth & Clark, Inc. for General Civil Engineering and Surveying Services from $500,000.00 to $615,000.00",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6714939&GUID=BAC83DDC-A0BA-4CA1-BFF5-1DB83DE837C0&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-7,"Resolution to Approve a Professional Services Agreement with Fishbeck for Engineering Design Services for the Pontiac Trail Roundabouts Project ($898,179.00) (RFP No. 24-12)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6714940&GUID=E71071B0-3605-4353-B685-18078B3CFCB2&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-8,"Resolution to Approve a Construction Contract with E.T. MacKenzie Company for the Huron River Drive Culvert Replacement Project (RFP 24-20; $574,746.00)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6716328&GUID=8FEB1941-54F6-42CF-B758-7D8BAC6C6B42&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-9,"Resolution to Approve Change Order No. 1 to the General Services Agreement with Schindler Elevator Corporation for the Water Plant Freight Elevator Jack Replacement ($74,444.00 amendment, total contract amount $520,548.00)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6717072&GUID=0B48FCF6-7D3A-4B40-AD28-682157DABB50&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-10,"Resolution to Approve an As-Needed Purchase Order for Hot Mix Asphalt (HMA) and Emulsion to Cadillac Asphalt, LLC. (Not to Exceed $264,975.00; ITB 4744)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
