link,class,Agenda Number,Agenda Item,Mayor Taylor,Disch (Ward 1),Harrison (Ward 1),Song (Ward 2),Watson (Ward 2),Radina (Ward 3),Ghazi-Edwin (Ward 3),Eyer (Ward 4),Akmon (Ward 4),Briggs (Ward 5),Cornell (Ward 5)
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6227695&GUID=8E8FEED4-5020-457C-98AE-8B039B75DE21&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,nomination pass,MC-1,Appointments - Confirmations,TRUE,TRUE,TRUE,Absent,Absent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6252829&GUID=DC0BDDEC-ED36-4324-AB83-FAD5C201B89E&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-1,"Resolution to Approve Closing Maynard Street between East Liberty and East William Streets for the Firefighter Spray Park in the District on Friday, July 14, 2023",TRUE,TRUE,TRUE,Absent,Absent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6252830&GUID=32103C40-16F1-4884-8BB5-FFCDE93512B3&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-2,"Resolution to Approve Street Closures for the A2 Artoberfest from 7:00 AM on Friday, October 27, 2023 through 9:00 PM on Sunday, October 29, 2023",TRUE,TRUE,TRUE,Absent,Absent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6252810&GUID=121D56AD-966D-466F-AD6A-EB0C7706A842&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-3,"Resolution to Accept a Fair Food Network Grant for the Ann Arbor Farmers Market for $50,000.00 and Appropriate Funds (8 Votes Required)",TRUE,TRUE,TRUE,Absent,Absent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6252817&GUID=A4F9852B-5A2E-4C4C-973B-A6189F35D823&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-4,"Resolution To Approve Amendment No. 1 to the Professional Services Agreement with Wade Trim Associates, Inc. for Gallup Park Vehicle and Pedestrian Bridge Design RFP No. 22-51 ($341,127.06)",TRUE,TRUE,TRUE,Absent,Absent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6252779&GUID=FF09D71F-4A7B-404B-A086-568C13B1EAF8&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-5,Resolution to Approve Discharge of Prohibited Restrictions from Allmendinger Park Deeds,TRUE,TRUE,TRUE,Absent,Absent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6252805&GUID=C2546BB5-AE43-4278-9758-E07479A55D24&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-6,"Resolution to Approve Temporary Outdoor Sales, Service and Consumption of Alcoholic Beverages during the 2023 Ann Arbor Art Fair",TRUE,TRUE,TRUE,Absent,Absent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6252803&GUID=8DD63ACF-1B77-4B94-9C40-5E1DE8DE4232&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-7,"Resolution to Approve the Public Defender Services Contract with Washtenaw County  ($210,621)",TRUE,TRUE,TRUE,Absent,Absent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6252804&GUID=7029917C-DDA7-4BF9-B9BB-6A755959FB5A&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-8,"Resolution to Approve an Agreement with the Washtenaw County Sheriff’s Office for Weapons Screening Services in the Justice Center (NTE $245,000.00)",TRUE,TRUE,TRUE,Absent,Absent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6252816&GUID=86F3065C-A8A9-45CC-8AA5-B8687DDA5017&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-9,"Resolution to Approve the Ann Arbor Affordable Housing Millage Fund Grant Agreement Between the City of Ann Arbor, the Ann Arbor Housing Commission, and the Ann Arbor Housing Development Corporation",TRUE,TRUE,TRUE,Absent,Absent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
